,Type,Name,Statement,Where,Date,Link
121,false,Facebook posts,Queen Elizabeth II is dead.,Facebook post,"February 17, 2022",https://www.politifact.com/factchecks/2022/feb/21/facebook-posts/another-hoax-claims-queen-elizabeth-ii-dead-s-not-/
122,false,Facebook posts,President John F. Kennedy “was planning to end the Federal Reserve.”,Facebook post,"February 6, 2022",https://www.politifact.com/factchecks/2022/feb/21/facebook-posts/no-jfk-did-not-plan-end-federal-reserve/
123,false,Viral image,"Says Rep. Marjorie Taylor Greene said, “If it weren’t for electricity, we’d all be watching TV by candlelight.”",Facebook post,"February 17, 2022",https://www.politifact.com/factchecks/2022/feb/18/viral-image/quote-about-watching-tv-candlelight-originated-com/
124,false,Viral image,An image shows “a medical oddity that is characterized by having two pupils in each eyeball.”,Facebook post,"February 15, 2022",https://www.politifact.com/factchecks/2022/feb/18/viral-image/no-isnt-authentic-image-eye-condition/
125,false,TikTok posts,“Airline CEO gets pied for forcing vaccinations”,video,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/17/tiktok-posts/qantas-ceo-was-pied-face-2017-not-related-covid-19/
126,false,Facebook posts,“CNN confirms Trump WILL be ARRESTED.”,Facebook post,"February 16, 2022",https://www.politifact.com/factchecks/2022/feb/17/facebook-posts/no-cnn-didnt-confirm-trump-will-be-arrested/
127,false,Bloggers,"List shows “1,000 peer reviewed studies questioning COVID-19 vaccine safety”",blog post list,"January 20, 2022",https://www.politifact.com/factchecks/2022/feb/17/blog-posting/studies-included-list-do-not-question-covid-19-vac/
128,false,Facebook posts,“Trudeau declares Emergencies Act amounting to near martial law in Canada.”,post,"February 14, 2022",https://www.politifact.com/factchecks/2022/feb/17/facebook-posts/martial-law-not-declared-canada/
129,false,Facebook posts,"""Ivanka Trump charged with major crime.”",Facebook post,"February 15, 2022",https://www.politifact.com/factchecks/2022/feb/17/facebook-posts/no-ivanka-trump-not-facing-any-criminal-charges/
130,false,Jesse Watters,"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",TV segment,"February 14, 2022",https://www.politifact.com/factchecks/2022/feb/17/jesse-watters/jesse-watters-spins-facts-beyond-recognition-claim/
131,false,Facebook posts,"“Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing”",Facebook post,"February 14, 2022",https://www.politifact.com/factchecks/2022/feb/16/facebook-posts/no-you-cannot-be-vaccinated-against-covid-19-pcr-t/
132,false,Facebook posts,"""According to Congress, travel nurses need a pay cap.”",Facebook post,"February 6, 2022",https://www.politifact.com/factchecks/2022/feb/16/facebook-posts/congress-has-not-proposed-cap-travel-nurse-pay-ask/
133,false,Tweets,Turning Point USA is a white nationalist organization.,tweet,"February 6, 2022",https://www.politifact.com/factchecks/2022/feb/16/tweets/charge-turning-point-usa-white-nationalist-group-f/
134,false,Viral image,Buzz Aldrin’s comments during an interview with Conan O’Brien prove the moon landing was fake.,video,"February 16, 2022",https://www.politifact.com/factchecks/2022/feb/16/viral-image/some-tv-coverage-1969-moon-landing-was-animated-do/
135,false,Infowars,"""Study proves children’s hearts destroyed by COVID vaccine.""",InfoWars video,"February 5, 2022",https://www.politifact.com/factchecks/2022/feb/15/infowars/children-are-far-higher-risk-myocarditis-covid-19-/
136,false,Instagram posts,"The New York City Police Department arrested a 9-year-old ""because she didn’t have a vaccine card in the museum.""",post,"January 22, 2022",https://www.politifact.com/factchecks/2022/feb/15/instagram-posts/no-9-year-old-was-not-arrested-nyc-museum-over-vac/
137,false,Facebook posts,The CDC was “normalizing blood clots” by tweeting about the health condition before the Super Bowl.,Facebook post,"February 12, 2022",https://www.politifact.com/factchecks/2022/feb/15/facebook-posts/no-cdc-wasnt-normalizing-blood-clots-its-super-bow/
138,false,Tweets,"""Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf.""",post,"February 1, 2022",https://www.politifact.com/factchecks/2022/feb/14/tweets/those-titles-arent-banned-statewide-could-be-distr/
139,false,Tweets,A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”,tweet,"February 10, 2022",https://www.politifact.com/factchecks/2022/feb/14/tweets/no-onlyfans-isnt-recruiting-adult-film-stars-colle/
140,false,Bloggers,COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,blog post,"February 4, 2022",https://www.politifact.com/factchecks/2022/feb/11/blog-posting/no-covid-19-vaccines-arent-responsible-increase-de/
141,false,Facebook posts,"COVID spelled backward is “divoc” which means ""possession of the evil spirit"" in Hebrew.",Facebook post,"January 19, 2022",https://www.politifact.com/factchecks/2022/feb/11/facebook-posts/covid-spelled-backward-divoc-which-means-possessio/
142,false,Dave McCormick,“We all know China created COVID.”,ad,"January 31, 2022",https://www.politifact.com/factchecks/2022/feb/11/dave-mccormick/response-dr-oz-no-evidence-senate-hopeful-mccormic/
143,false,Facebook posts,Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,post,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/11/facebook-posts/facebook-post-cries-foul-washington-post-headline-/
144,false,Bloggers,"In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",blog post,"January 29, 2022",https://www.politifact.com/factchecks/2022/feb/11/blog-posting/no-covid-19-vaccine-not-increasing-child-mortality/
145,false,Facebook posts,Says Bob Saget predicted his death,Facebook post,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/no-bob-saget-didnt-predict-his-death/
146,false,Facebook posts,“Got the old killdozer loaded up heading for Ottawa.”,post,"February 6, 2022",https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/bulldozer-known-killdozer-was-dismantled-after-col/
147,false,Facebook posts,"Girl Scouts support ""Planned Parenthood and pro-abortion politicians.""",post,"February 4, 2022",https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/girl-scouts-not-linked-planned-parenthood-or-polit/
148,false,JD Vance,“Joe Biden uses the ATF to illegally track your gun transactions.”,ad,"February 7, 2022",https://www.politifact.com/factchecks/2022/feb/10/jd-vance/jd-vance-wrongly-says-atf-illegally-tracking-gun-s/
149,false,Nicole Sirotek,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,speech,"January 25, 2022",https://www.politifact.com/factchecks/2022/feb/10/nicole-sirotek/no-hospitalized-covid-19-patients-werent-killed-re/
150,false,Viral image,Kendall Jenner edited a photo to look like she was holding a “Black Lives Matter” sign.,Instagram post,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/10/viral-image/kendall-jenner-said-she-didnt-edit-share-altered-b/
151,false,Facebook posts,"Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",Facebook post,"February 7, 2022",https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/cs-lewis-didnt-write-pandemic-passage/
152,false,Facebook posts,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,Facebook post,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/09/facebook-posts/no-evidence-covid-19-vaccine-caused-comedian-heath/
153,false,Facebook posts,"“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”",post,"January 30, 2022",https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/social-media-post-wrong-about-proposal-change-data/
154,false,Facebook posts,“Fifty percent of the Ottawa police force have all turned in their resignation.”,Facebook post,"February 7, 2022",https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/no-half-ottawas-police-force-didnt-quit-connection/
155,false,Facebook posts,The federal government requires “COVID passports to visit the movies.”,Facebook post,"February 7, 2022",https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/no-federal-government-isnt-requiring-covid-19-vacc/
156,false,Facebook posts,“Crisis actor in Germany forgets he’s filming on TV.”,Facebook post,"February 7, 2022",https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/no-video-doesnt-show-german-crisis-actor/
157,false,Viral image,Joe Biden gave his used face mask to Stephen Breyer.,Facebook post,"January 28, 2022",https://www.politifact.com/factchecks/2022/feb/08/viral-image/no-biden-didnt-give-his-used-face-mask-justice-ste/
158,false,Tyler Lee,"ICE has been illegally releasing immigrants “in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.”",tweet,"January 27, 2022",https://www.politifact.com/factchecks/2022/feb/08/tyler-lee/no-proof-immigrant-drop-offs-charlotte-suburb/
159,false,Ronna McDaniel,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”",interview with Washington Post,"February 4, 2022",https://www.politifact.com/factchecks/2022/feb/08/ronna-mcdaniel/gop-chair-mcdaniels-false-claim-about-persecution-/
160,false,Facebook posts,"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”",post,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/07/facebook-posts/these-10-countries-have-not-canceled-covid-19-safe/
161,false,Mauro Garza,"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?""",ad,"January 24, 2022",https://www.politifact.com/factchecks/2022/feb/07/mauro-garza/gop-texas-house-candidate-repeats-false-claim-fbi-/
162,false,Viral image,"A Walmart in Dickson City, Pennsylvania, ran out of food.",Facebook post,"February 5, 2022",https://www.politifact.com/factchecks/2022/feb/07/viral-image/no-pennsylvania-walmart-didnt-run-out-food/
163,false,NaturalNews.com,"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Facebook post,"December 29, 2021",https://www.politifact.com/factchecks/2022/feb/07/naturalnewscom/no-food-cannot-be-engineered-create-infertility-bl/
164,false,Jonathon Moseley,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.,TV segment,"February 1, 2022",https://www.politifact.com/factchecks/2022/feb/04/jonathon-moseley/jan-6-attorney-defends-oath-keepers-dubious-claim-/
165,false,Watts Up With That,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.,blog post,"January 31, 2022",https://www.politifact.com/factchecks/2022/feb/04/watts/checking-claim-facebook-oversells-accuracy-climate/
166,false,Facebook posts,"“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”",article,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/04/facebook-posts/spikevax-and-comirnaty-are-brand-names-existing-co/
167,false,Facebook posts,"$2,000 stimulus checks were due on Jan. 19.",Facebook post,"January 18, 2022",https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/no-sign-more-federal-stimulus-checks/
168,false,Facebook posts,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,Facebook post,"January 31, 2022",https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/facebook-post-wrongly-says-pennsylvania-mail-ballo/
169,false,Facebook posts,"A photo shows a crash in Eminence, Indiana.",Facebook post,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/photo-shows-2021-pileup-fort-worth-texas-not-crash/
170,false,Facebook posts,"Says Johns Hopkins virologist ""James Kelly"" said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”",Facebook post,"February 1, 2022",https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/no-evidence-johns-hopkins-doctor-said-about-covid-/
171,false,Instagram posts,“Canadian Prime Minister Justin Trudeau pays mainstream media $600 million to report in favor of him.”,Instagram post,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/03/instagram-posts/justin-trudeau-was-joking-when-he-suggested-he-bri/
172,false,Bloggers,Dr. Phil and other celebrities are endorsing CBD gummies.,blog post,"January 31, 2022",https://www.politifact.com/factchecks/2022/feb/03/blog-posting/no-these-celebrities-arent-endorsing-cbd-gummies/
173,false,Tweets,Research from Japan shows “ivermectin is effective against omicron in Phase III trial.”,Twitter posts,"January 31, 2022",https://www.politifact.com/factchecks/2022/feb/02/tweets/ivermectin-study-showed-antiviral-effect-which-not/
